rowid,FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,RCPNT_CLS_EN_DESC,RCPNT_CLS_FR_DESC,RCPNT_NML_EN_DESC,RCPNT_NML_FR_DESC,CTY_EN_NM,CTY_FR_NM,PROVTER_EN,PROVTER_FR,CNTRY_EN_NM,CNTRY_FR_NM,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
898,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,"Payment under $100,000 (1)",Paiement inférieur à 100 000 $ (1),,,,,,,0,92546
899,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,responsAbility Climate-Smart Agriculture and Food Systems Fund,responsAbility Climate-Smart Agriculture and Food Systems Fund,Luxembourg,Luxembourg,,,Luxembourg,Luxembourg,0,1146906
900,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,The Aspen Institute,The Aspen Institute,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,1617051
901,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Together for Girls,Together for Girls,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,1554278
902,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,World Bank,Banque mondiale,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,80113406
903,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,United Nations,Nations Unies,Geneva,Genève,,,Switzerland,Suisse,0,30000000
904,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Green Climate Fund,Green Climate Fund,Yeonsu-gu,Yeonsu-gu,,,South Corea,Corée du Sud,0,180000000
905,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Private Infrastructure Development Group,Private Infrastructure Development Group,London,Londres,,,United Kingdom,Royaume-Uni,0,36000000
906,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Aceli Africa,Aceli Africa,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,3699000
907,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Global Survivors Fund,Global Survivors Fund,Geneva,Genève,,,Switzerland,Suisse,0,1000000
908,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Path,Path,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,400000
909,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Rainbow Railroad,Rainbow Railroad,Toronto,Toronto,Ontario,Ontario,,,0,200000
910,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Social Investment Managers and Advisors LLC,Social Investment Managers and Advisors LLC,New York,New York,New York,New York,,,0,100000
911,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Aequitas Fund,Fonds Aequitas,Québec,Québec,Quebec,Québec,,,0,22900000
